Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201207,Theft and Handling,Motor Vehicle Interference and Tampering,13,Wandsworth
201207,Other Notifiable Offences,Going Equipped,2,Wandsworth
201207,Theft and Handling,Handling Stolen Goods,7,Wandsworth
201207,Fraud and Forgery,Counted Per Victim,84,Wandsworth
201207,Criminal Damage,Criminal Damage To Other Building,17,Wandsworth
201207,Violence Against The Person,Wounding/GBH,18,Wandsworth
201207,Drugs,Other Drugs,1,Wandsworth
201207,Drugs,Drug Trafficking,2,Wandsworth
201207,Theft and Handling,Theft Person,107,Wandsworth
201207,Robbery,Personal Property,88,Wandsworth
201207,Other Notifiable Offences,Other Notifiable,26,Wandsworth
201207,Violence Against The Person,Assault With Injury,124,Wandsworth
201207,Criminal Damage,Other Criminal Damage,47,Wandsworth
201207,Sexual Offences,Rape,5,Wandsworth
201207,Fraud and Forgery,Other Fraud and Forgery,30,Wandsworth
201207,Drugs,Possession Of Drugs,84,Wandsworth
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,75,Wandsworth
201207,Theft and Handling,Theft From Shops,106,Wandsworth
201207,Violence Against The Person,Other Violence,23,Wandsworth
201207,Criminal Damage,Criminal Damage To Dwelling,41,Wandsworth
201207,Burglary,Burglary In Other Buildings,165,Wandsworth
201207,Theft and Handling,Other Theft,316,Wandsworth
201207,Violence Against The Person,Common Assault,116,Wandsworth
201207,Sexual Offences,Other Sexual,23,Wandsworth
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,116,Wandsworth
201207,Robbery,Business Property,5,Wandsworth
201207,Violence Against The Person,Offensive Weapon,10,Wandsworth
201207,Criminal Damage,Criminal Damage To Motor Vehicle,64,Wandsworth
201207,Violence Against The Person,Harassment,112,Wandsworth
201207,Theft and Handling,Theft From Motor Vehicle,254,Ealing
201207,Criminal Damage,Criminal Damage To Motor Vehicle,134,Ealing
201207,Violence Against The Person,Common Assault,181,Ealing
201207,Robbery,Personal Property,95,Ealing
201207,Burglary,Burglary In Other Buildings,106,Ealing
201207,Drugs,Drug Trafficking,16,Ealing
201207,Theft and Handling,Theft Person,83,Ealing
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,73,Ealing
201207,Other Notifiable Offences,Other Notifiable,33,Ealing
201207,Violence Against The Person,Assault With Injury,240,Ealing
201207,Criminal Damage,Other Criminal Damage,44,Ealing
201207,Theft and Handling,Handling Stolen Goods,12,Ealing
201207,Fraud and Forgery,Counted Per Victim,127,Ealing
201207,Violence Against The Person,Other Violence,30,Ealing
201207,Theft and Handling,Theft From Shops,112,Ealing
201207,Fraud and Forgery,Other Fraud and Forgery,46,Ealing
201207,Theft and Handling,Motor Vehicle Interference and Tampering,16,Ealing
201207,Sexual Offences,Other Sexual,21,Ealing
201207,Violence Against The Person,Harassment,212,Ealing
201207,Burglary,Burglary In A Dwelling,186,Ealing
201207,Criminal Damage,Criminal Damage To Dwelling,57,Ealing
201207,Drugs,Possession Of Drugs,166,Ealing
201207,Violence Against The Person,Offensive Weapon,10,Ealing
201207,Drugs,Other Drugs,1,Ealing
201207,Sexual Offences,Rape,13,Ealing
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,94,Ealing
201207,Criminal Damage,Criminal Damage To Other Building,18,Ealing
201207,Robbery,Business Property,5,Ealing
201207,Other Notifiable Offences,Going Equipped,3,Ealing
201207,Violence Against The Person,Wounding/GBH,22,Ealing
201207,Theft and Handling,Other Theft,326,Ealing
201207,Fraud and Forgery,Counted Per Victim,65,Hillingdon
201207,Criminal Damage,Other Criminal Damage,37,Hillingdon
201207,Burglary,Burglary In A Dwelling,138,Hillingdon
201207,Drugs,Possession Of Drugs,96,Hillingdon
201207,Fraud and Forgery,Other Fraud and Forgery,14,Hillingdon
201207,Theft and Handling,Motor Vehicle Interference and Tampering,21,Hillingdon
201207,Violence Against The Person,Common Assault,99,Hillingdon
201207,Theft and Handling,Other Theft,232,Hillingdon
201207,Theft and Handling,Theft From Motor Vehicle,171,Hillingdon
201207,Burglary,Burglary In Other Buildings,73,Hillingdon
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,44,Hillingdon
201207,Drugs,Drug Trafficking,14,Hillingdon
201207,Robbery,Business Property,1,Hillingdon
201207,Violence Against The Person,Wounding/GBH,21,Hillingdon
201207,Violence Against The Person,Offensive Weapon,4,Hillingdon
201207,Robbery,Personal Property,57,Hillingdon
201207,Criminal Damage,Criminal Damage To Other Building,11,Hillingdon
201207,Theft and Handling,Theft Person,38,Hillingdon
201207,Criminal Damage,Criminal Damage To Motor Vehicle,74,Hillingdon
201207,Sexual Offences,Rape,9,Hillingdon
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,25,Hillingdon
201207,Violence Against The Person,Assault With Injury,156,Hillingdon
201207,Other Notifiable Offences,Other Notifiable,23,Hillingdon
201207,Theft and Handling,Theft From Shops,72,Hillingdon
201207,Violence Against The Person,Harassment,138,Hillingdon
201207,Criminal Damage,Criminal Damage To Dwelling,42,Hillingdon
201207,Sexual Offences,Other Sexual,16,Hillingdon
201207,Violence Against The Person,Other Violence,11,Hillingdon
201207,Violence Against The Person,Common Assault,105,Enfield
201207,Theft and Handling,Theft From Motor Vehicle,219,Enfield
201207,Violence Against The Person,Harassment,124,Enfield
201207,Robbery,Personal Property,75,Enfield
201207,Theft and Handling,Theft From Shops,79,Enfield
201207,Violence Against The Person,Assault With Injury,138,Enfield
201207,Theft and Handling,Theft Person,50,Enfield
201207,Drugs,Drug Trafficking,7,Enfield
201207,Violence Against The Person,Other Violence,16,Enfield
201207,Fraud and Forgery,Counted Per Victim,96,Enfield
201207,Criminal Damage,Other Criminal Damage,48,Enfield
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,16,Enfield
201207,Criminal Damage,Criminal Damage To Dwelling,58,Enfield
201207,Fraud and Forgery,Other Fraud and Forgery,33,Enfield
201207,Other Notifiable Offences,Other Notifiable,20,Enfield
201207,Burglary,Burglary In A Dwelling,175,Enfield
201207,Drugs,Possession Of Drugs,83,Enfield
201207,Criminal Damage,Criminal Damage To Motor Vehicle,66,Enfield
201207,Criminal Damage,Criminal Damage To Other Building,15,Enfield
201207,Violence Against The Person,Offensive Weapon,6,Enfield
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,64,Enfield
201207,Burglary,Burglary In Other Buildings,86,Enfield
201207,Theft and Handling,Motor Vehicle Interference and Tampering,12,Enfield
201207,Robbery,Business Property,11,Enfield
201207,Violence Against The Person,Wounding/GBH,19,Enfield
201207,Sexual Offences,Other Sexual,15,Enfield
201207,Theft and Handling,Other Theft,201,Enfield
201207,Theft and Handling,Handling Stolen Goods,5,Enfield
201207,Sexual Offences,Rape,7,Enfield
201207,Theft and Handling,Theft From Shops,77,Haringey
201207,Violence Against The Person,Offensive Weapon,9,Haringey
201207,Criminal Damage,Criminal Damage To Motor Vehicle,60,Haringey
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,42,Haringey
201207,Burglary,Burglary In Other Buildings,77,Haringey
201207,Violence Against The Person,Other Violence,9,Haringey
201207,Criminal Damage,Criminal Damage To Dwelling,43,Haringey
201207,Robbery,Personal Property,100,Haringey
201207,Robbery,Business Property,9,Haringey
201207,Violence Against The Person,Wounding/GBH,22,Haringey
201207,Drugs,Other Drugs,2,Haringey
201207,Other Notifiable Offences,Other Notifiable,18,Haringey
201207,Sexual Offences,Rape,12,Haringey
201207,Theft and Handling,Theft Person,97,Haringey
201207,Drugs,Drug Trafficking,7,Haringey
201207,Violence Against The Person,Assault With Injury,165,Haringey
201207,Criminal Damage,Other Criminal Damage,43,Haringey
201207,Violence Against The Person,Harassment,90,Haringey
201207,Fraud and Forgery,Other Fraud and Forgery,35,Haringey
201207,Sexual Offences,Other Sexual,23,Haringey
201207,Criminal Damage,Criminal Damage To Other Building,11,Haringey
201207,Other Notifiable Offences,Going Equipped,1,Haringey
201207,Theft and Handling,Other Theft,291,Haringey
201207,Violence Against The Person,Common Assault,102,Haringey
201207,Theft and Handling,Theft From Motor Vehicle,275,Haringey
201207,Theft and Handling,Motor Vehicle Interference and Tampering,15,Haringey
201207,Burglary,Burglary In A Dwelling,205,Haringey
201207,Theft and Handling,Handling Stolen Goods,3,Haringey
201207,Drugs,Possession Of Drugs,124,Haringey
201207,Fraud and Forgery,Counted Per Victim,93,Haringey
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,86,Haringey
201207,Robbery,Personal Property,153,Croydon
201207,Theft and Handling,Theft From Shops,166,Croydon
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,17,Croydon
201207,Criminal Damage,Other Criminal Damage,47,Croydon
201207,Other Notifiable Offences,Other Notifiable,43,Croydon
201207,Violence Against The Person,Assault With Injury,227,Croydon
201207,Fraud and Forgery,Other Fraud and Forgery,48,Croydon
201207,Drugs,Drug Trafficking,19,Croydon
201207,Theft and Handling,Theft Person,61,Croydon
201207,Violence Against The Person,Other Violence,22,Croydon
201207,Fraud and Forgery,Counted Per Victim,120,Croydon
201207,Burglary,Burglary In Other Buildings,87,Croydon
201207,Violence Against The Person,Common Assault,131,Croydon
201207,Burglary,Burglary In A Dwelling,221,Croydon
201207,Criminal Damage,Criminal Damage To Dwelling,64,Croydon
201207,Criminal Damage,Criminal Damage To Motor Vehicle,116,Croydon
201207,Theft and Handling,Theft From Motor Vehicle,246,Croydon
201207,Violence Against The Person,Harassment,184,Croydon
201207,Violence Against The Person,Murder,1,Croydon
201207,Drugs,Possession Of Drugs,170,Croydon
201207,Sexual Offences,Rape,17,Croydon
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,73,Croydon
201207,Theft and Handling,Other Theft,338,Croydon
201207,Other Notifiable Offences,Going Equipped,1,Croydon
201207,Sexual Offences,Other Sexual,25,Croydon
201207,Theft and Handling,Handling Stolen Goods,3,Croydon
201207,Drugs,Other Drugs,2,Croydon
201207,Violence Against The Person,Offensive Weapon,23,Croydon
201207,Theft and Handling,Motor Vehicle Interference and Tampering,18,Croydon
201207,Criminal Damage,Criminal Damage To Other Building,29,Croydon
201207,Robbery,Business Property,11,Croydon
201207,Violence Against The Person,Wounding/GBH,29,Croydon
201207,Sexual Offences,Other Sexual,17,Sutton
201207,Criminal Damage,Criminal Damage To Other Building,10,Sutton
201207,Violence Against The Person,Wounding/GBH,8,Sutton
201207,Theft and Handling,Motor Vehicle Interference and Tampering,13,Sutton
201207,Sexual Offences,Rape,1,Sutton
201207,Robbery,Business Property,5,Sutton
201207,Violence Against The Person,Offensive Weapon,9,Sutton
201207,Theft and Handling,Other Theft,109,Sutton
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,18,Sutton
201207,Other Notifiable Offences,Going Equipped,2,Sutton
201207,Burglary,Burglary In A Dwelling,53,Sutton
201207,Criminal Damage,Criminal Damage To Dwelling,22,Sutton
201207,Drugs,Possession Of Drugs,48,Sutton
201207,Violence Against The Person,Other Violence,10,Sutton
201207,Theft and Handling,Handling Stolen Goods,4,Sutton
201207,Fraud and Forgery,Counted Per Victim,23,Sutton
201207,Criminal Damage,Other Criminal Damage,22,Sutton
201207,Fraud and Forgery,Other Fraud and Forgery,11,Sutton
201207,Violence Against The Person,Assault With Injury,96,Sutton
201207,Theft and Handling,Theft From Shops,66,Sutton
201207,Theft and Handling,Theft From Motor Vehicle,105,Sutton
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,10,Sutton
201207,Violence Against The Person,Harassment,70,Sutton
201207,Criminal Damage,Criminal Damage To Motor Vehicle,54,Sutton
201207,Violence Against The Person,Common Assault,77,Sutton
201207,Burglary,Burglary In Other Buildings,57,Sutton
201207,Drugs,Drug Trafficking,12,Sutton
201207,Other Notifiable Offences,Other Notifiable,14,Sutton
201207,Theft and Handling,Theft Person,19,Sutton
201207,Robbery,Personal Property,16,Sutton
201208,Theft and Handling,Motor Vehicle Interference and Tampering,8,Kensington and Chelsea
201208,Sexual Offences,Rape,5,Kensington and Chelsea
201208,Violence Against The Person,Offensive Weapon,14,Kensington and Chelsea
201208,Drugs,Drug Trafficking,10,Kensington and Chelsea
201208,Theft and Handling,Other Theft,486,Kensington and Chelsea
201208,Drugs,Other Drugs,1,Kensington and Chelsea
201208,Theft and Handling,Theft/Taking Of Pedal Cycle,101,Kensington and Chelsea
201208,Robbery,Personal Property,93,Kensington and Chelsea
201208,Theft and Handling,Theft From Shops,148,Kensington and Chelsea
201208,Other Notifiable Offences,Going Equipped,2,Kensington and Chelsea
201208,Burglary,Burglary In A Dwelling,94,Kensington and Chelsea
201208,Theft and Handling,Theft Person,410,Kensington and Chelsea
201208,Violence Against The Person,Common Assault,82,Kensington and Chelsea
201208,Violence Against The Person,Harassment,91,Kensington and Chelsea
201208,Other Notifiable Offences,Other Notifiable,19,Kensington and Chelsea
201208,Fraud and Forgery,Counted Per Victim,55,Kensington and Chelsea
201208,Robbery,Business Property,4,Kensington and Chelsea
201208,Drugs,Possession Of Drugs,292,Kensington and Chelsea
201208,Violence Against The Person,Wounding/GBH,30,Kensington and Chelsea
201208,Criminal Damage,Criminal Damage To Dwelling,22,Kensington and Chelsea
201208,Theft and Handling,Theft From Motor Vehicle,118,Kensington and Chelsea
201208,Criminal Damage,Other Criminal Damage,33,Kensington and Chelsea
201208,Theft and Handling,Handling Stolen Goods,5,Kensington and Chelsea
201208,Violence Against The Person,Assault With Injury,99,Kensington and Chelsea
201208,Criminal Damage,Criminal Damage To Motor Vehicle,29,Kensington and Chelsea
201208,Sexual Offences,Other Sexual,14,Kensington and Chelsea
201208,Burglary,Burglary In Other Buildings,58,Kensington and Chelsea
201208,Fraud and Forgery,Other Fraud and Forgery,49,Kensington and Chelsea
201208,Theft and Handling,Theft/Taking Of Motor Vehicle,51,Kensington and Chelsea
201208,Violence Against The Person,Other Violence,19,Kensington and Chelsea
201208,Criminal Damage,Criminal Damage To Other Building,16,Kensington and Chelsea
201208,Theft and Handling,Motor Vehicle Interference and Tampering,12,Westminster
201208,Drugs,Drug Trafficking,18,Westminster
201208,Violence Against The Person,Offensive Weapon,23,Westminster
201208,Other Notifiable Offences,Going Equipped,3,Westminster
201208,Violence Against The Person,Harassment,172,Westminster
201208,Burglary,Burglary In Other Buildings,197,Westminster
201208,Violence Against The Person,Assault With Injury,235,Westminster
201208,Robbery,Business Property,5,Westminster
201208,Violence Against The Person,Wounding/GBH,35,Westminster
201208,Criminal Damage,Criminal Damage To Other Building,57,Westminster
201208,Violence Against The Person,Other Violence,30,Westminster
201208,Theft and Handling,Other Theft,1587,Westminster
201208,Theft and Handling,Theft From Shops,339,Westminster
201208,Criminal Damage,Criminal Damage To Dwelling,42,Westminster
201208,Theft and Handling,Theft Person,736,Westminster
201208,Criminal Damage,Criminal Damage To Motor Vehicle,146,Westminster
201208,Other Notifiable Offences,Other Notifiable,54,Westminster
201208,Robbery,Personal Property,173,Westminster
201208,Fraud and Forgery,Other Fraud and Forgery,73,Westminster
201208,Criminal Damage,Other Criminal Damage,50,Westminster
201208,Theft and Handling,Theft/Taking Of Pedal Cycle,208,Westminster
201208,Theft and Handling,Handling Stolen Goods,14,Westminster
