Vote,,,,,,,,
Submission Details,,,,,,,,
Serial,SID,IP Address,Articulates a vision,Motivates others,Makes effective decisions,Willingness to confront tough issues,Impacts history,Node
74277,74489,85.96.52.246,5,4.5,5,5,5,node/88
74278,74490,78.164.254.95,5,5,5,5,5,node/88
74279,74491,78.174.79.94,5,5,5,5,5,node/88
74280,74492,81.213.40.114,5,5,5,5,5,node/88
74281,74493,213.74.212.254,5,5,5,5,5,node/88
74282,74494,46.106.232.82,5,5,5,5,5,node/88
74283,74495,88.249.210.122,5,5,5,5,5,node/88
74284,74496,81.213.40.114,5,5,5,5,5,node/88
74285,74497,78.188.22.112,5,5,4.5,4.5,5,node/88
74286,74498,195.87.74.97,5,5,5,5,5,node/88
74287,74499,188.58.12.143,5,5,5,5,5,node/88
74288,74500,78.181.149.18,5,5,5,5,5,node/88
74289,74501,176.219.169.197,5,5,5,5,5,node/88
74290,74502,95.6.69.193,5,5,5,5,5,node/88
74291,74503,85.96.2.247,5,5,5,5,5,node/88
74292,74504,85.96.2.247,5,5,5,5,5,node/88
74293,74505,188.57.216.79,5,5,5,5,5,node/88
74294,74506,78.179.228.34,5,5,5,5,5,node/88
74295,74507,87.109.36.156,5,5,5,5,5,node/88
74296,74508,85.98.244.164,1,1,1,1,1,node/88
74297,74509,62.248.63.72,5,5,5,5,5,node/88
74298,74510,85.105.239.8,5,5,5,5,5,node/88
74299,74511,178.240.239.121,5,5,5,5,5,node/88
74300,74512,85.96.192.207,5,5,5,5,5,node/88
74301,74513,176.240.210.35,5,5,5,5,5,node/88
74302,74514,78.160.57.42,5,5,5,5,5,node/88
74303,74515,62.248.63.72,5,5,5,5,5,node/85
74304,74516,194.27.138.2,5,5,5,5,5,node/88
74305,74517,87.109.36.156,5,5,5,5,5,node/88
74306,74518,195.85.255.34,5,5,5,5,5,node/88
74307,74519,94.55.5.139,5,5,5,5,5,node/88
74308,74520,37.140.208.1,5,5,5,5,4.5,node/88
74309,74521,94.121.164.129,5,5,5,5,5,node/88
74310,74522,91.93.22.123,5,5,5,5,5,node/88
74311,74523,176.240.210.35,5,5,5,5,5,node/88
74312,74524,84.98.225.84,5,5,5,5,5,node/88
74313,74525,94.121.164.129,5,5,5,5,5,node/88
74314,74526,78.174.16.72,5,5,5,5,5,node/88
74315,74527,91.93.22.123,5,5,5,5,5,node/88
74316,74528,78.180.211.106,5,5,5,5,5,node/88
74317,74529,213.74.191.170,5,5,5,4.5,4.5,node/88
74318,74530,37.61.32.43,5,5,5,5,5,node/88
74319,74531,84.51.155.142,5,5,5,5,5,node/88
74320,74532,24.191.3.128,5,5,5,5,5,node/88
74321,74533,78.173.183.211,5,5,5,5,5,node/88
74322,74534,188.3.96.40,5,5,5,5,5,node/88
74323,74535,24.191.3.128,5,5,5,5,5,node/88
74324,74536,178.245.209.176,5,5,5,5,5,node/88
74325,74537,24.191.3.128,5,5,5,5,5,node/88
74326,74538,188.3.109.140,5,5,5,5,5,node/88
74327,74539,78.173.183.211,5,5,5,5,5,node/88
74328,74540,5.47.18.129,5,5,5,5,5,node/88
74329,74541,78.173.183.211,5,5,5,5,5,node/88
74330,74542,91.93.22.123,5,5,5,5,5,node/105
74331,74543,195.175.205.66,5,5,5,5,5,node/88
74332,74544,158.123.253.2,5,5,5,5,5,node/88
74333,74545,195.244.36.122,5,5,5,5,5,node/88
74334,74546,176.42.63.58,5,5,5,5,5,node/88
74335,74547,158.123.253.2,5,5,5,5,5,node/88
74336,74548,195.87.244.8,5,5,5,5,5,node/88
74337,74549,158.123.253.2,5,5,5,5,5,node/88
74338,74550,94.55.189.109,1,1,1,1,1,node/88
74339,74551,37.140.208.1,5,5,5,5,5,node/88
74340,74552,178.240.171.177,5,5,5,5,5,node/88
74341,74553,81.214.130.138,5,5,5,5,5,node/88
74342,74554,88.241.217.57,5,5,5,5,5,node/88
74343,74555,62.108.64.1,5,5,5,5,5,node/88
74344,74556,37.140.208.1,5,5,5,5,5,node/88
74345,74557,78.166.249.211,5,5,5,5,5,node/88
74346,74558,178.240.227.34,5,5,5,5,5,node/88
74347,74559,176.219.149.169,5,5,5,5,5,node/88
74348,74560,85.96.193.165,5,5,5,5,5,node/88
74349,74561,88.244.30.191,5,5,5,5,5,node/88
74350,74562,78.171.74.221,1,1,1,1,1,node/88
74351,74563,176.240.187.59,5,5,5,5,5,node/88
74352,74564,176.219.149.169,5,5,5,5,5,node/88
74353,74565,125.253.97.39,4.5,4.5,2.5,5,5,node/88
74354,74566,94.55.189.109,5,5,5,5,5,node/88
74355,74567,176.219.174.69,5,5,5,5,5,node/88
74356,74568,213.74.138.106,5,5,5,5,5,node/88
74357,74569,85.98.114.42,5,5,5,5,5,node/88
74358,74570,213.74.138.106,5,5,5,5,5,node/88
74359,74571,88.233.79.53,5,5,5,5,5,node/88
74360,74572,80.152.187.163,5,5,5,5,5,node/88
74361,74573,95.5.86.81,5,5,5,5,5,node/88
74362,74574,176.219.149.28,5,5,5,5,3.5,node/88
74363,74575,88.234.54.184,5,5,5,5,5,node/88
74364,74576,213.148.68.2,5,5,5,5,5,node/88
74365,74577,188.57.198.243,5,5,5,5,5,node/88
74366,74578,212.253.195.75,5,5,5,5,4.5,node/88
74367,74579,85.1.209.163,5,5,5,5,5,node/88
74368,74580,81.214.130.138,5,5,5,5,5,node/85
74369,74581,88.255.40.18,5,5,5,5,5,node/88
74370,74582,94.54.200.76,5,5,5,5,5,node/88
74371,74583,95.8.187.74,5,5,5,5,5,node/88
74372,74584,81.214.127.62,5,5,5,5,5,node/88
74373,74585,88.255.40.18,5,5,5,5,5,node/88
74374,74586,85.107.97.0,5,5,5,5,5,node/88
74375,74587,81.214.130.138,5,5,5,5,5,node/105
74376,74588,176.41.93.93,5,5,5,5,5,node/88
74377,74589,88.255.40.18,5,5,5,5,5,node/88
74378,74590,88.255.40.18,5,5,5,5,5,node/88
74379,74591,81.214.127.62,5,5,5,5,5,node/85
74380,74592,88.255.40.18,5,5,5,5,5,node/88
74381,74593,141.196.208.36,5,5,5,5,5,node/88
74382,74594,88.245.8.173,5,5,5,5,5,node/88
74383,74595,78.184.200.194,5,5,5,5,5,node/88
74384,74596,141.196.208.36,5,5,5,5,5,node/88
74385,74597,64.233.173.173,5,5,5,5,5,node/88
74386,74598,88.255.40.18,5,5,5,5,5,node/88
74387,74599,79.242.180.4,5,5,5,5,5,node/88
74388,74600,88.243.86.114,5,5,5,5,5,node/88
74389,74601,88.253.21.192,5,5,5,5,5,node/88
74390,74602,85.102.70.111,5,5,5,5,5,node/85
74391,74603,95.6.7.184,5,5,5,5,5,node/88
74392,74604,88.253.21.192,5,5,5,5,5,node/88
74393,74605,95.6.7.184,5,5,5,5,5,node/88
74394,74606,176.42.139.255,5,5,5,5,5,node/88
74395,74607,188.57.9.108,5,5,5,5,5,node/88
74396,74608,88.253.21.192,5,5,5,5,5,node/88
74397,74609,84.98.225.84,5,5,5,5,5,node/88
74398,74610,94.54.64.127,5,5,5,5,5,node/88
74399,74611,85.103.118.73,5,5,5,5,5,node/88
74400,74612,176.42.139.255,5,5,5,5,5,node/88
74401,74613,92.61.10.226,5,5,5,5,5,node/88
74402,74614,84.98.225.84,5,5,5,5,5,node/88
74403,74615,188.57.79.67,5,5,2,5,5,node/88
74404,74616,212.175.166.246,5,5,5,5,5,node/85
74405,74617,88.246.168.244,5,5,5,5,5,node/88
74406,74618,85.98.99.16,5,5,5,5,5,node/88
74407,74619,85.98.99.16,5,5,5,5,5,node/88
74408,74620,176.219.145.172,5,5,5,5,5,node/88
74409,74621,88.246.168.244,5,5,5,5,5,node/88
74410,74622,5.47.39.43,5,5,5,5,5,node/88
74411,74623,176.41.93.93,5,5,5,5,5,node/88
74412,74624,193.200.180.2,4.5,5,5,5,5,node/88
74413,74625,193.200.180.2,4.5,5,5,5,5,node/88
74414,74626,193.200.180.2,4.5,5,5,5,5,node/88
74415,74627,193.200.180.2,4.5,5,5,5,5,node/88
74416,74628,193.200.180.2,5,5,5,5,5,node/88
74417,74629,212.175.166.246,4.5,4,4.5,4.5,4.5,node/88
74418,74630,194.27.38.240,5,5,5,5,5,node/88
74419,74631,81.213.174.96,5,5,5,5,5,node/88
74420,74632,5.47.199.245,5,5,5,5,5,node/88
74421,74633,78.179.56.208,5,5,5,5,5,node/88
74422,74634,195.214.160.194,5,5,5,5,5,node/88
74423,74635,78.191.51.107,5,5,5,5,5,node/88
74424,74636,194.29.214.244,5,5,5,5,5,node/88
74425,74637,193.25.125.13,5,5,5,5,5,node/88
74426,74638,212.175.166.246,4,4.5,4.5,5,5,node/105
74427,74639,93.36.191.78,5,5,5,5,5,node/88
74428,74640,85.107.181.88,4.5,4.5,5,4.5,4.5,node/88
74429,74641,82.222.148.197,5,5,5,5,5,node/88
74430,74642,212.175.166.246,4.5,4.5,4.5,4.5,4.5,node/113
74431,74643,195.87.244.6,5,5,5,5,5,node/88
74432,74644,195.174.106.55,5,5,5,5,5,node/88
74433,74645,178.241.41.91,5,5,5,5,5,node/88
74434,74646,78.182.130.233,5,5,5,5,5,node/88
74435,74647,88.234.209.97,5,5,5,5,5,node/88
74436,74648,195.87.244.6,5,5,5,5,5,node/88
74437,74649,78.162.115.58,5,5,5,5,5,node/88
74438,74650,195.87.244.6,5,5,5,5,5,node/88
74439,74651,81.94.204.226,5,5,5,5,5,node/88
74440,74652,88.247.249.141,5,5,5,5,5,node/88
74441,74653,193.140.225.160,5,5,5,5,5,node/88
74442,74654,78.182.130.233,5,5,5,5,5,node/88
74443,74655,195.87.244.6,5,5,5,5,5,node/88
74444,74656,5.47.92.238,5,5,5,5,5,node/88
74445,74657,88.249.90.81,5,5,4.5,5,5,node/88
74446,74658,88.245.45.223,1,1,1,1,1,node/88
74447,74659,176.237.179.223,5,5,5,5,5,node/88
74448,74660,95.65.202.50,5,5,5,5,5,node/88
74449,74661,193.140.225.160,5,5,5,5,5,node/88
74450,74662,88.249.89.62,5,5,5,5,5,node/105
74451,74663,195.87.244.6,5,5,5,5,5,node/85
74452,74664,88.252.44.16,5,5,5,5,5,node/88
74453,74665,24.133.218.14,5,5,5,5,5,node/88
74454,74666,195.87.244.6,5,5,5,5,5,node/88
74455,74667,88.226.89.46,5,5,4.5,5,5,node/88
74456,74668,85.103.22.9,5,5,5,5,5,node/88
74457,74669,88.252.44.16,5,5,5,5,5,node/88
74458,74670,94.55.170.227,5,5,5,5,5,node/88
74459,74671,78.163.177.144,5,5,5,5,5,node/85
74460,74672,88.227.149.193,5,5,5,5,5,node/88
74461,74673,84.60.150.211,5,5,5,5,5,node/88
74462,74674,88.247.145.120,5,5,5,5,5,node/88
74463,74675,50.129.231.110,5,5,5,5,5,node/88
74464,74676,88.227.149.193,5,5,5,5,5,node/88
74465,74677,88.251.60.119,5,5,5,5,5,node/88
74466,74678,85.105.252.59,5,5,5,5,5,node/88
74467,74679,84.60.150.211,5,5,5,5,5,node/88
74468,74680,188.29.166.85,5,5,5,5,5,node/85
74469,74681,85.107.189.155,5,5,5,5,5,node/88
74470,74682,78.184.187.156,5,5,5,5,5,node/88
74471,74683,217.68.210.24,5,5,5,5,5,node/88
74472,74684,82.222.67.210,5,5,5,5,5,node/88
74473,74685,193.40.244.196,5,5,5,5,5,node/88
74474,74686,84.60.150.211,5,5,5,5,5,node/88
74475,74687,195.87.244.6,5,5,5,5,5,node/85
74476,74688,82.132.215.85,5,5,5,5,5,node/88
74477,74689,82.132.215.85,5,5,5,5,5,node/88
74478,74690,46.2.211.193,5,5,5,5,5,node/88
74479,74691,217.169.193.30,5,5,5,5,5,node/88
74480,74692,193.40.244.196,5,5,5,5,5,node/85
74481,74693,46.2.211.193,5,5,5,5,5,node/88
74482,74694,176.43.145.51,5,5,5,5,5,node/88
74483,74695,188.29.166.85,5,5,5,5,5,node/88
74484,74696,85.97.83.45,5,5,5,5,5,node/88
74485,74697,82.222.107.121,5,5,5,5,5,node/88
74486,74698,37.140.208.1,5,5,5,5,5,node/88
74487,74699,5.47.230.244,5,5,5,5,5,node/88
74488,74700,37.140.208.1,5,5,5,5,5,node/88
74489,74701,88.253.250.51,5,5,5,5,5,node/88
74490,74702,78.161.185.216,5,5,5,5,5,node/88
74491,74703,46.197.148.47,5,5,5,5,5,node/88
74492,74704,188.57.12.191,5,5,5,5,5,node/88
74493,74705,78.161.185.216,5,5,5,5,5,node/88
74494,74706,5.47.230.244,3.5,5,3.5,5,4,node/105
74495,74707,5.47.230.244,3.5,5,3.5,5,4,node/105
74496,74708,37.154.168.173,5,5,5,5,5,node/88
74497,74709,188.57.12.191,5,5,5,5,5,node/88
74498,74710,195.214.160.194,5,5,5,5,5,node/88
74499,74711,46.1.17.173,5,5,5,5,5,node/88
74500,74712,78.160.80.222,5,5,5,5,5,node/88
74501,74713,78.172.161.227,5,5,5,5,5,node/88
74502,74714,212.175.160.170,5,5,5,5,5,node/88
74503,74715,78.160.80.222,5,5,5,5,5,node/88
74504,74716,144.122.100.50,5,5,5,5,5,node/88
74505,74717,85.107.166.172,5,5,5,5,5,node/88
74506,74718,78.160.80.222,5,5,5,5,5,node/88
74507,74719,37.140.208.1,5,5,5,5,5,node/88
74508,74720,78.178.157.225,5,5,5,5,5,node/88
74509,74721,97.104.23.252,5,5,5,5,5,node/88
74510,74722,121.220.92.254,5,5,5,5,5,node/88
74511,74723,78.182.197.209,5,5,5,5,5,node/88
74512,74724,78.178.157.225,5,5,5,5,5,node/38
74513,74725,121.220.92.254,5,5,5,5,5,node/88
74514,74726,193.25.125.13,5,5,4.5,5,5,node/88
74515,74727,78.178.157.225,5,5,5,5,5,node/46
74516,74728,78.172.161.227,5,5,5,5,5,node/88
74517,74729,176.33.38.41,5,5,5,5,5,node/88
74518,74730,212.252.100.65,5,5,5,5,5,node/88
74519,74731,176.33.38.41,5,5,5,5,5,node/88
74520,74732,176.43.145.37,5,5,5,5,5,node/88
74521,74733,5.46.12.222,5,5,5,5,5,node/88
74522,74734,178.243.57.61,5,5,5,5,5,node/46
74523,74735,217.131.153.215,5,5,5,5,5,node/88
74524,74736,5.46.12.222,5,5,5,5,5,node/88
74525,74737,193.200.180.2,5,5,5,5,5,node/88
74526,74738,78.160.121.173,5,5,5,5,5,node/88
74527,74739,88.240.93.100,5,5,5,4.5,4.5,node/88
74528,74740,212.252.167.15,5,5,5,5,5,node/88
74529,74741,94.120.69.210,5,5,5,5,5,node/88
74530,74742,78.179.90.158,5,5,5,5,5,node/88
74531,74743,78.181.136.146,5,5,5,5,5,node/88
74532,74744,5.47.27.190,5,5,5,5,5,node/88
74533,74745,212.174.54.111,5,5,5,5,5,node/88
74534,74746,78.182.141.156,1,1,1,1,1,node/88
74535,74747,194.120.84.9,5,5,5,5,5,node/88
74536,74748,78.179.90.158,5,5,5,5,5,node/88
74537,74749,88.248.115.159,5,5,5,5,5,node/88
74538,74750,193.200.180.2,5,5,5,5,5,node/88
74539,74751,188.57.189.32,5,5,5,5,5,node/88
74540,74752,88.255.240.106,5,5,4.5,4.5,4.5,node/88
74541,74753,194.120.84.9,5,5,5,5,5,node/88
74542,74754,46.1.180.138,5,5,5,5,5,node/88
74543,74755,78.182.141.156,1,1,1,1,1,node/88
74544,74756,85.97.138.192,5,5,5,5,5,node/88
74545,74757,193.200.180.2,5,5,5,5,5,node/88
74546,74758,193.200.180.2,5,5,5,5,5,node/88
74547,74759,193.200.180.2,5,5,5,5,5,node/88
74548,74760,88.248.115.159,5,5,5,5,5,node/88
74549,74761,193.200.180.2,5,5,5,5,5,node/88
74550,74762,193.200.180.2,5,5,5,5,5,node/88
74551,74763,40.141.126.10,5,5,5,5,5,node/53
74552,74764,94.123.197.141,4.5,5,5,5,5,node/88
74553,74765,65.49.68.186,5,5,5,5,5,node/88
74554,74766,95.14.118.34,5,5,5,5,5,node/88
74555,74767,5.47.92.238,5,5,5,5,5,node/88
74556,74768,23.27.248.64,5,5,5,5,5,node/88
74557,74769,88.255.123.50,5,5,5,5,5,node/88
74558,74770,217.66.152.40,5,5,5,5,5,node/88
74559,74771,88.253.139.83,5,5,5,5,5,node/88
74560,74772,88.255.123.50,5,5,5,5,5,node/88
74561,74773,176.238.246.11,5,5,5,5,5,node/88
74562,74774,31.186.228.32,5,5,5,5,5,node/88
74563,74775,178.243.209.248,5,5,5,5,5,node/88
74564,74776,80.29.48.74,5,5,5,5,5,node/88
74565,74777,80.29.48.74,5,5,5,5,5,node/88
74566,74778,178.243.209.248,5,5,5,5,5,node/88
74567,74779,195.87.244.6,5,5,5,5,5,node/85
74568,74780,71.166.126.67,5,5,5,5,5,node/85
74569,74781,159.20.86.69,5,5,5,5,5,node/88
74570,74782,195.87.244.6,5,5,5,5,5,node/85
74571,74783,78.186.52.123,5,5,5,5,5,node/88
74572,74784,159.20.86.69,5,5,5,5,5,node/88
74573,74785,71.166.126.67,1,1,1,1,1,node/88
74574,74786,5.46.85.107,5,5,5,5,5,node/88
74575,74787,178.59.77.109,5,5,5,5,5,node/88
74576,74788,176.219.149.198,5,5,5,5,5,node/88
74577,74789,176.239.217.223,5,5,5,5,5,node/88
74578,74790,176.240.51.95,5,5,5,5,5,node/88
74579,74791,5.46.85.107,5,5,5,5,5,node/88
74580,74792,178.245.204.30,5,5,5,5,5,node/88
74581,74793,46.197.154.145,5,5,5,5,5,node/88
74582,74794,176.219.149.198,5,5,5,5,5,node/88
74583,74795,178.59.77.109,5,5,5,5,5,node/88
74584,74796,78.180.165.213,5,4.5,5,5,5,node/88
74585,74797,212.57.2.61,1,1,1,1,1,node/88
74586,74798,94.121.173.246,5,5,5,5,5,node/88
74587,74799,78.162.26.173,1,1,1,1,1,node/88
74588,74800,195.214.140.20,5,5,5,5,5,node/85
74589,74801,88.224.184.201,5,5,5,5,5,node/88
74590,74802,88.232.61.64,5,5,5,5,5,node/88
74591,74803,85.96.52.72,5,5,5,5,5,node/88
74592,74804,85.105.252.59,5,5,5,5,5,node/88
74593,74805,86.155.88.245,5,5,5,5,5,node/88
74594,74806,37.154.183.77,5,5,5,5,5,node/88
74595,74807,62.217.137.205,5,5,5,5,5,node/88
74596,74808,62.217.137.205,5,5,5,5,5,node/88
74597,74809,178.233.166.185,5,5,5,5,5,node/88
74598,74810,178.233.166.185,5,5,5,5,5,node/88
74599,74811,178.233.166.185,5,5,5,5,5,node/88
74600,74812,178.233.166.185,5,5,5,5,5,node/88
74601,74813,178.233.166.185,5,5,5,5,5,node/88
74602,74814,178.233.166.185,5,5,5,5,5,node/88
74603,74815,88.250.103.194,5,5,5,5,4.5,node/88
74604,74816,92.45.208.227,5,5,5,5,5,node/88
74605,74817,80.215.192.82,5,5,5,5,5,node/88
74606,74818,176.238.222.138,5,5,5,5,5,node/88
74607,74819,78.162.171.186,1,1,1,1,1,node/88
74608,74820,78.175.250.122,5,5,5,5,5,node/88
74609,74821,195.87.244.6,5,5,5,5,5,node/85
74610,74822,46.196.215.110,5,5,5,5,5,node/88
74611,74823,78.179.195.109,5,5,5,5,5,node/88
74612,74824,85.96.254.243,5,5,5,5,5,node/71
74613,74825,109.228.202.177,5,5,5,5,5,node/88
74614,74826,176.219.162.191,5,5,5,5,5,node/88
74615,74827,88.247.37.124,5,5,5,5,5,node/88
74616,74828,212.175.116.255,5,5,5,5,5,node/88
74617,74829,217.131.186.16,5,5,5,5,5,node/88
74618,74830,78.164.203.181,5,5,5,5,5,node/88
74619,74831,176.240.102.54,5,5,5,5,5,node/88
74620,74832,176.219.169.42,5,5,5,5,5,node/88
74621,74833,213.43.87.201,5,5,5,5,5,node/88
74622,74834,62.108.64.1,5,5,5,5,5,node/88
74623,74835,217.131.186.16,5,5,5,5,4.5,node/88
74624,74836,85.105.234.118,5,5,5,5,5,node/88
74625,74837,62.108.64.1,5,5,5,5,5,node/88
74626,74838,176.33.176.11,5,5,5,5,5,node/88
74627,74839,85.101.208.43,5,5,5,5,5,node/88
74628,74840,85.105.234.118,5,5,5,5,5,node/85
74629,74841,193.25.125.15,5,5,5,5,5,node/88
74630,74842,213.43.87.201,5,5,5,5,5,node/88
74631,74843,95.0.126.2,5,5,5,5,5,node/88
74632,74844,95.0.126.2,5,5,5,5,5,node/88
74633,74845,85.101.208.43,5,5,5,5,5,node/88
74634,74846,217.131.186.16,5,5,5,5,5,node/88
74635,74847,194.27.126.33,5,5,5,5,5,node/88
74636,74848,95.14.126.114,5,4.5,4.5,5,4.5,node/88
74637,74849,5.47.181.186,5,5,5,5,5,node/88
74638,74850,95.0.126.2,5,5,5,5,5,node/88
74639,74851,85.101.208.43,5,5,5,5,5,node/88
74640,74852,94.120.133.228,5,5,5,5,5,node/88
74641,74853,85.101.208.43,5,5,4,4.5,4,node/88
74642,74854,85.99.200.16,5,5,5,5,5,node/88
74643,74855,85.101.208.43,5,5,5,5,5,node/88
74644,74856,194.27.126.33,5,5,5,5,5,node/88
74645,74857,85.99.200.16,5,5,5,5,5,node/88
74646,74858,92.45.245.203,5,5,5,5,5,node/88
74647,74859,85.99.200.16,5,5,5,5,5,node/88
74648,74860,78.187.230.123,5,5,5,5,5,node/88
74649,74861,88.226.62.106,5,5,5,5,5,node/88
74650,74862,85.99.200.16,5,5,5,5,5,node/88
74651,74863,85.104.23.221,5,5,5,5,5,node/88
74652,74864,85.99.200.16,5,5,5,5,5,node/88
74653,74865,213.43.29.28,5,5,5,5,5,node/88
74654,74866,88.240.40.177,5,5,5,5,5,node/88
74655,74867,85.99.200.16,5,5,5,5,5,node/88
74656,74868,78.191.51.107,5,5,5,5,5,node/88
74657,74869,85.99.200.16,5,5,5,5,5,node/88
74658,74870,95.0.126.2,5,5,5,5,5,node/88
74659,74871,85.99.200.16,5,5,5,5,5,node/88
74660,74872,176.33.36.98,5,5,5,5,5,node/88
74661,74873,85.99.200.16,5,5,5,5,5,node/88
74662,74874,85.99.200.16,5,5,5,5,5,node/88
74663,74875,85.99.200.16,5,5,5,5,5,node/88
74664,74876,212.174.156.130,5,5,5,4.5,5,node/88
74665,74877,85.99.200.16,5,5,5,5,5,node/88
74666,74878,85.99.200.16,5,5,5,5,5,node/88
74667,74879,78.189.87.190,5,5,5,5,5,node/88
74668,74880,85.99.200.16,5,5,5,5,5,node/88
74669,74881,85.99.200.16,5,5,5,5,5,node/88
74670,74882,94.123.202.234,5,5,5,5,5,node/88
74671,74883,62.108.64.1,5,5,5,5,5,node/88
74672,74884,85.99.200.16,5,5,5,5,5,node/88
74673,74885,178.241.25.107,5,5,5,5,5,node/38
74674,74886,85.99.200.16,5,5,5,5,5,node/88
74675,74887,85.99.200.16,5,5,5,5,5,node/88
74676,74888,78.187.193.65,1,1,1,1,1,node/88
74677,74889,95.173.243.116,5,5,5,5,5,node/88
74678,74890,94.120.22.39,5,5,5,5,5,node/88
74679,74891,78.174.66.86,5,5,5,5,5,node/88
74680,74892,195.87.244.8,5,5,5,5,5,node/88
74681,74893,85.99.200.16,5,5,5,5,5,node/88
74682,74894,212.174.225.76,5,5,5,5,5,node/88
74683,74895,95.173.243.116,5,5,5,5,5,node/88
74684,74896,178.241.25.107,5,5,5,5,5,node/88
74685,74897,85.99.200.16,5,5,5,5,5,node/88
74686,74898,78.160.205.13,5,5,5,5,5,node/88
74687,74899,5.47.193.170,5,5,5,5,5,node/88
74688,74900,78.177.90.53,5,5,5,5,5,node/88
74689,74901,85.99.200.16,5,5,5,5,5,node/88
74690,74902,194.27.202.4,5,5,5,5,5,node/88
74691,74903,178.241.25.107,5,5,5,5,5,node/22
74692,74904,178.240.129.89,5,5,4.5,5,4.5,node/88
74693,74905,78.160.205.13,5,5,5,5,5,node/88
74694,74906,85.99.200.16,5,5,5,5,5,node/88
74695,74907,85.102.88.157,5,5,5,5,5,node/88
74696,74908,85.99.200.16,5,5,5,5,5,node/88
74697,74909,88.241.250.132,5,5,5,5,5,node/88
74698,74910,85.99.200.16,5,5,5,5,5,node/88
74699,74911,78.182.82.12,5,5,5,5,5,node/88
74700,74912,85.99.200.16,5,5,5,5,5,node/88
74701,74913,85.99.200.16,5,5,5,5,5,node/88
74702,74914,88.247.180.137,5,5,5,5,5,node/88
74703,74915,194.29.214.244,5,5,5,5,5,node/88
74704,74916,85.99.200.16,5,5,5,5,5,node/88
74705,74917,88.238.236.222,5,5,5,5,5,node/88
74706,74918,85.99.200.16,5,5,5,5,5,node/88
74707,74919,195.87.244.8,5,5,5,5,5,node/88
74708,74920,194.27.186.113,5,5,5,5,5,node/88
74709,74921,212.174.225.76,4.5,4.5,4.5,5,4,node/88
74710,74922,195.87.244.8,5,5,5,5,5,node/88
74711,74923,212.109.224.2,5,5,5,5,5,node/88
74712,74924,85.99.200.16,5,5,5,5,5,node/88
74713,74925,88.238.236.222,5,5,5,5,5,node/88
74714,74926,95.8.34.56,5,5,5,5,5,node/88
74715,74927,195.155.202.116,5,5,5,5,5,node/88
74716,74928,78.171.66.84,5,5,5,5,5,node/88
74717,74929,85.99.200.16,5,5,5,5,5,node/88
74718,74930,41.33.157.234,5,5,5,5,5,node/88
74719,74931,212.174.225.76,5,5,5,5,5,node/88
74720,74932,78.180.224.153,5,5,5,5,5,node/88
74721,74933,95.0.135.214,5,5,5,5,5,node/88
74722,74934,95.111.62.134,5,5,5,5,5,node/88
74723,74935,78.188.172.30,5,5,5,5,5,node/88
74724,74936,5.47.108.9,5,5,5,5,5,node/88
74725,74937,195.87.244.8,5,5,5,5,5,node/88
74726,74938,85.105.156.240,5,5,5,5,5,node/88
74727,74939,85.105.156.240,5,5,5,5,5,node/88
74728,74940,188.3.51.98,5,5,5,5,5,node/88
74729,74941,188.3.51.98,5,5,5,5,5,node/88
74730,74942,85.110.79.75,4.5,5,4,5,4.5,node/88
74731,74943,195.87.244.6,5,5,5,5,5,node/88
74732,74944,91.229.155.18,5,5,5,5,5,node/88
74733,74945,81.214.6.156,5,5,5,5,5,node/88
74734,74946,88.232.224.65,5,5,5,5,5,node/27
74735,74947,78.171.123.219,5,5,5,5,5,node/88
74736,74948,212.252.64.23,5,5,5,5,5,node/88
74737,74949,195.87.244.6,5,5,5,5,5,node/85
74738,74950,78.171.123.219,5,5,5,5,5,node/88
74739,74951,81.214.6.156,5,5,5,5,5,node/85
74740,74952,212.109.224.2,5,5,5,5,5,node/88
74741,74953,88.235.225.157,5,5,5,4.5,5,node/88
74742,74954,78.171.123.219,5,5,5,5,5,node/88
74743,74955,78.171.123.219,5,5,5,5,5,node/88
74744,74956,88.254.130.23,5,5,5,5,5,node/88
74745,74957,212.194.99.186,5,4.5,4.5,5,5,node/38
74746,74958,94.123.205.231,5,5,5,5,5,node/88
74747,74959,176.33.235.92,5,5,5,5,5,node/85
74748,74960,62.244.226.98,5,5,5,5,5,node/88
74749,74961,173.251.62.226,3,2,5,5,5,node/63
74750,74962,193.255.226.194,5,5,4.5,5,5,node/88
74751,74963,188.57.67.21,5,5,5,5,5,node/85
74752,74964,78.192.236.151,5,5,5,4.5,4.5,node/38
74753,74965,88.238.125.253,5,5,5,5,5,node/88
74754,74966,217.37.85.196,5,5,5,5,5,node/88
74755,74967,188.57.67.21,5,5,5,5,5,node/85
74756,74968,193.192.112.194,5,5,5,5,5,node/88
74757,74969,88.230.203.175,5,5,5,5,5,node/88
74758,74970,78.165.201.170,5,5,5,5,5,node/88
74759,74971,78.179.195.109,5,5,5,5,5,node/88
74760,74972,78.179.195.109,5,5,5,5,5,node/88
74761,74973,78.179.195.109,5,5,5,5,5,node/88
74762,74974,195.142.131.35,5,5,5,5,5,node/88
74763,74975,212.109.224.2,5,5,5,5,5,node/88
74764,74976,78.179.195.109,5,5,5,5,5,node/88
74765,74977,78.179.195.109,5,5,5,5,5,node/88
74766,74978,88.230.203.175,5,5,5,5,5,node/88
74767,74979,46.196.36.132,5,5,5,5,5,node/88
74768,74980,176.219.148.74,5,5,5,5,5,node/88
